Signal,Start Date,Start Close Price,End Date,End Close Price,Start Total Cash,End Total Cash,Total Cash Difference,% Difference,Remark
Buy - Sell,2024-02-09 09:30:00-05:00,174.2949981689453,2024-02-12 09:30:00-05:00,175.2100067138672,101451.4366455078,101983.97161865234,532.5349731445458,0.5249161478169428,Positive
Sell - Buy,2024-02-12 09:30:00-05:00,175.2100067138672,2024-02-13 15:30:00-05:00,174.25,101983.97161865234,101454.95771789552,-529.0139007568214,-0.518722591756828,Negative
Buy - Sell,2024-02-13 15:30:00-05:00,174.25,2024-02-15 10:30:00-05:00,178.36000061035156,101454.95771789552,103172.14004516602,1717.1823272704933,1.69255634805474,Positive
Sell - Buy,2024-02-15 10:30:00-05:00,178.36000061035156,2024-02-20 12:30:00-05:00,179.30999755859375,103172.14004516602,105060.03019714355,1887.890151977539,1.8298449088591855,Positive
Buy - Sell,2024-02-20 12:30:00-05:00,179.30999755859375,2024-02-21 09:30:00-05:00,179.22999572753906,105060.03019714355,105013.22912597656,-46.80107116699219,-0.04454698050169097,Negative
Sell - Buy,2024-02-21 09:30:00-05:00,179.22999572753906,2024-02-26 15:30:00-05:00,183.32000732421875,105013.22912597656,105317.55905151369,304.3299255371239,0.2898015117429081,Positive
Buy - Sell,2024-02-26 15:30:00-05:00,183.32000732421875,2024-02-28 11:30:00-05:00,184.52999877929688,105317.55905151369,106212.40406799316,894.8450164794776,0.8496636501438327,Positive
Sell - Buy,2024-02-28 11:30:00-05:00,184.52999877929688,2024-03-07 15:30:00-05:00,187.8300018310547,106212.40406799316,104302.232711792,-1910.1713562011573,-1.7984447042346747,Negative
Buy - Sell,2024-03-07 15:30:00-05:00,187.8300018310547,2024-03-11 11:30:00-04:00,187.1100006103516,104302.232711792,104530.89474487305,228.66203308104014,0.21923023806487366,Positive
Sell - Buy,2024-03-11 11:30:00-04:00,187.1100006103516,2024-03-11 14:30:00-04:00,187.94000244140625,104530.89474487305,103383.14100646973,-1147.7537384033203,-1.0980043184406154,Negative
Buy - Sell,2024-03-11 14:30:00-04:00,187.94000244140625,2024-03-12 14:30:00-04:00,190.16000366210932,103383.14100646973,104604.14167785645,1221.0006713867188,1.1810442781094341,Positive
Sell - Buy,2024-03-12 14:30:00-04:00,190.16000366210932,2024-03-14 14:30:00-04:00,187.44000244140625,104604.14167785645,104531.03800964355,-73.10366821289062,-0.06988601697820333,Negative
Buy - Sell,2024-03-14 14:30:00-04:00,187.44000244140625,2024-03-18 10:30:00-04:00,191.4600067138672,104531.03800964355,106153.96383666992,1622.9258270263672,1.552577930850207,Positive
Sell - Buy,2024-03-18 10:30:00-04:00,191.4600067138672,2024-03-25 10:30:00-04:00,195.72000122070312,106153.96383666992,108183.18019104004,2029.2163543701172,1.9115785044940006,Positive
Buy - Sell,2024-03-25 10:30:00-04:00,195.72000122070312,2024-03-27 10:30:00-04:00,197.47999572753903,108183.18019104004,108599.990524292,416.8103332519677,0.385282011968889,Positive
Sell - Buy,2024-03-27 10:30:00-04:00,197.47999572753903,2024-04-02 10:30:00-04:00,198.80499267578125,108599.990524292,109049.7592010498,449.76867675779795,0.41415167219300286,Positive
Buy - Sell,2024-04-02 10:30:00-04:00,198.80499267578125,2024-04-08 13:30:00-04:00,198.32000732421875,109049.7592010498,108933.1872406006,-116.5719604492042,-0.10689795310257041,Negative
Sell - Buy,2024-04-08 13:30:00-04:00,198.32000732421875,2024-04-09 14:30:00-04:00,197.3300018310547,108933.1872406006,108158.21952819824,-774.9677124023583,-0.7114156227621322,Negative
Buy - Sell,2024-04-09 14:30:00-04:00,197.3300018310547,2024-04-18 10:30:00-04:00,183.02999877929688,108158.21952819824,103752.12651062012,-4406.093017578125,-4.073747734382222,Negative
Sell - Buy,2024-04-18 10:30:00-04:00,183.02999877929688,2024-04-30 10:30:00-04:00,193.67999267578125,103752.12651062012,97070.39518737792,-6681.731323242202,-6.440090962914632,Negative
Buy - Sell,2024-04-30 10:30:00-04:00,193.67999267578125,2024-05-07 09:30:00-04:00,192.6100006103516,97070.39518737792,96553.02069091795,-517.3744964599609,-0.5329889668845557,Negative
Sell - Buy,2024-05-07 09:30:00-04:00,192.6100006103516,2024-05-20 13:30:00-04:00,197.2198944091797,96553.02069091795,96142.38049316406,-410.6401977538917,-0.42530020792246187,Negative
Buy - Sell,2024-05-20 13:30:00-04:00,197.2198944091797,2024-05-22 13:30:00-04:00,198.41000366210932,96142.38049316406,96832.17156982422,689.7910766601562,0.7174682727033184,Positive
Sell - Buy,2024-05-22 13:30:00-04:00,198.41000366210932,2024-05-23 13:30:00-04:00,196.40499877929688,96832.17156982422,97790.0142211914,957.8426513671875,0.9891781169820214,Positive
Buy - Sell,2024-05-23 13:30:00-04:00,196.40499877929688,2024-05-24 14:30:00-04:00,200.2400054931641,97790.0142211914,99355.9379272461,1565.9237060546875,1.6013124842304673,Positive
Sell - Buy,2024-05-24 14:30:00-04:00,200.2400054931641,2024-05-29 11:30:00-04:00,197.69000244140625,99355.9379272461,99342.5565032959,-13.381423950195312,-0.013468167307719374,Negative
Buy - Sell,2024-05-29 11:30:00-04:00,197.69000244140625,2024-05-30 15:30:00-04:00,199.3300018310547,99342.5565032959,100303.88696289062,961.3304595947266,0.9676924909445354,Positive
Sell - Buy,2024-05-30 15:30:00-04:00,199.3300018310547,2024-06-04 13:30:00-04:00,199.3000030517578,100303.88696289062,99932.86711120604,-371.01985168458486,-0.3698957866127869,Negative
Buy - Sell,2024-06-04 13:30:00-04:00,199.3000030517578,2024-06-07 11:30:00-04:00,200.6100006103516,99932.86711120604,99550.02221679688,-382.84489440916514,-0.383102081903777,Negative
Sell - Buy,2024-06-07 11:30:00-04:00,200.6100006103516,2024-06-11 10:30:00-04:00,195.25,99550.02221679688,100031.7343597412,481.7121429443214,0.48388953836219545,Positive
Buy - Sell,2024-06-11 10:30:00-04:00,195.25,2024-06-14 11:30:00-04:00,193.57000732421875,100031.7343597412,98871.71748352052,-1160.016876220674,-1.1596488690768263,Negative
Sell - Buy,2024-06-14 11:30:00-04:00,193.57000732421875,2024-06-21 15:30:00-04:00,196.4499969482422,98871.71748352052,96467.33221435548,-2404.385269165039,-2.431823104080083,Negative
Buy - Sell,2024-06-21 15:30:00-04:00,196.4499969482422,2024-06-24 09:30:00-04:00,198.5249938964844,96467.33221435548,97627.62841796876,1160.2962036132812,1.20278666049875,Positive
Sell - Buy,2024-06-24 09:30:00-04:00,198.5249938964844,2024-06-24 10:30:00-04:00,198.3800048828125,97627.62841796876,96595.39254760742,-1032.2358703613427,-1.0573194157109684,Negative
Buy - Sell,2024-06-24 10:30:00-04:00,198.3800048828125,2024-06-25 09:30:00-04:00,199.3300018310547,96595.39254760742,97057.09106445312,461.6985168457031,0.47797157262770396,Positive
Sell - Buy,2024-06-25 09:30:00-04:00,199.3300018310547,2024-06-26 11:30:00-04:00,197.22999572753903,97057.09106445312,97392.8648071289,335.77374267578125,0.3459548797447499,Positive
Buy - Sell,2024-06-26 11:30:00-04:00,197.22999572753903,2024-06-27 15:30:00-04:00,199.1999969482422,97392.8648071289,98358.77113342284,965.9063262939308,0.991762926582717,Positive
